SHIPMENT_LINE_ID,SHIPMENT_ID,ORDER_LINE_ID,PO_LINE_ID,QUANTITY
1137,1137,13236,,137.00
1138,1138,,16974,287.00
1139,1139,24798,,478.00
1140,1140,,12672,368.00
1141,1141,3424,,52.00
1142,1142,,13962,335.00
1143,1143,33569,,231.00
1144,1144,,4828,294.00
1145,1145,17784,,336.00
1146,1146,,18122,427.00
1147,1147,19211,,145.00
1148,1148,,18230,164.00
1149,1149,29782,,264.00
1150,1150,,40345,340.00
1151,1151,10291,,358.00
1152,1152,,13649,362.00
1153,1153,21444,,304.00
1154,1154,,3705,412.00
1155,1155,9554,,51.00
1156,1156,,50472,435.00
1157,1157,13755,,59.00
1158,1158,,44099,232.00
1159,1159,6378,,94.00
1160,1160,,12971,422.00
1161,1161,22632,,372.00
1162,1162,,29906,470.00
1163,1163,3816,,183.00
1164,1164,,37649,344.00
1165,1165,14774,,309.00
1166,1166,,52492,90.00
1167,1167,16356,,98.00
1168,1168,,1611,454.00
1169,1169,26836,,271.00
1170,1170,,32487,353.00
1171,1171,12216,,73.00
1172,1172,,43535,29.00
1173,1173,27821,,351.00
1174,1174,,30664,366.00
1175,1175,32582,,9.00
1176,1176,,39051,35.00
1177,1177,25028,,25.00
1178,1178,,9588,27.00
1179,1179,36728,,148.00
1180,1180,,37417,424.00
1181,1181,23936,,151.00
1182,1182,,4550,166.00
1183,1183,37734,,293.00
1184,1184,,36308,199.00
1185,1185,16602,,392.00
1186,1186,,48263,170.00
1187,1187,18582,,369.00
1188,1188,,31258,335.00
1189,1189,5927,,407.00
1190,1190,,9167,322.00
1191,1191,9042,,89.00
1192,1192,,56068,420.00
1193,1193,34645,,449.00
1194,1194,,6282,387.00
1195,1195,25322,,191.00
1196,1196,,41936,408.00
1197,1197,35878,,337.00
1198,1198,,46651,397.00
1199,1199,19880,,354.00
1200,1200,,25149,399.00
1201,1201,37290,,413.00
1202,1202,,17247,103.00
1203,1203,38330,,346.00
1204,1204,,31983,456.00
1205,1205,10266,,320.00
1206,1206,,29194,236.00
1207,1207,16925,,81.00
1208,1208,,16901,141.00
1209,1209,5682,,181.00
1210,1210,,16372,66.00
1211,1211,12912,,168.00
1212,1212,,49318,489.00
1213,1213,19702,,271.00
1214,1214,,36615,249.00
1215,1215,25842,,188.00
1216,1216,,29675,138.00
1217,1217,21536,,25.00
1218,1218,,57344,270.00
1219,1219,34132,,153.00
1220,1220,,59652,499.00
1221,1221,38823,,153.00
1222,1222,,54273,62.00
1223,1223,34812,,410.00
1224,1224,,9678,166.00
1225,1225,38403,,478.00
1226,1226,,9470,414.00
1227,1227,19555,,302.00
1228,1228,,15535,19.00
1229,1229,9467,,61.00
1230,1230,,3540,30.00
1231,1231,15883,,116.00
1232,1232,,6185,43.00
1233,1233,19710,,187.00
1234,1234,,47359,74.00
1235,1235,8891,,410.00
1236,1236,,18528,5.00
1237,1237,20702,,330.00
1238,1238,,28182,358.00
1239,1239,22505,,403.00
1240,1240,,46012,340.00
1241,1241,37007,,267.00
1242,1242,,52062,461.00
1243,1243,10803,,259.00
1244,1244,,56134,324.00
1245,1245,1205,,308.00
1246,1246,,44285,238.00
1247,1247,2586,,460.00
1248,1248,,30523,237.00
1249,1249,30074,,360.00
1250,1250,,31031,134.00
1251,1251,17980,,264.00
1252,1252,,52791,128.00
1253,1253,8560,,92.00
1254,1254,,17751,198.00
1255,1255,22208,,278.00
1256,1256,,56040,309.00
1257,1257,22652,,75.00
1258,1258,,51256,297.00
1259,1259,12111,,166.00
1260,1260,,21155,416.00
1261,1261,13579,,434.00
1262,1262,,52595,136.00
1263,1263,32767,,13.00
1264,1264,,17954,41.00
1265,1265,6860,,349.00
1266,1266,,58634,373.00
1267,1267,31829,,209.00
1268,1268,,13434,169.00
1269,1269,9481,,370.00
1270,1270,,49207,39.00
1271,1271,14516,,437.00
1272,1272,,36474,373.00
1273,1273,17419,,322.00
1274,1274,,35928,472.00
1275,1275,33234,,457.00
1276,1276,,36849,109.00
1277,1277,10821,,267.00
1278,1278,,33776,291.00
1279,1279,2666,,34.00
1280,1280,,43971,395.00
1281,1281,16320,,449.00
1282,1282,,56806,338.00
1283,1283,24417,,347.00
1284,1284,,45653,302.00
1285,1285,39200,,169.00
1286,1286,,10818,417.00
1287,1287,38184,,109.00
1288,1288,,41122,253.00
1289,1289,290,,167.00
1290,1290,,57312,5.00
1291,1291,12047,,486.00
1292,1292,,40483,458.00
1293,1293,39572,,249.00
1294,1294,,6944,220.00
1295,1295,18734,,281.00
1296,1296,,57445,22.00
1297,1297,3798,,449.00
1298,1298,,53787,343.00
1299,1299,18786,,53.00
1300,1300,,2367,249.00
1301,1301,11547,,157.00
1302,1302,,30007,155.00
1303,1303,32467,,321.00
1304,1304,,20862,384.00
1305,1305,22343,,355.00
1306,1306,,15148,152.00
1307,1307,16847,,344.00
1308,1308,,20219,102.00
1309,1309,22981,,87.00
1310,1310,,28445,305.00
1311,1311,9472,,292.00
1312,1312,,39169,390.00
1313,1313,1193,,378.00
1314,1314,,19225,411.00
1315,1315,12876,,458.00
1316,1316,,16863,143.00
1317,1317,27962,,281.00
1318,1318,,304,362.00
1319,1319,19997,,120.00
1320,1320,,29402,337.00
1321,1321,39626,,74.00
1322,1322,,11681,403.00
1323,1323,33441,,397.00
1324,1324,,24031,24.00
1325,1325,8531,,117.00
1326,1326,,41282,323.00
1327,1327,15381,,139.00
1328,1328,,58266,151.00
1329,1329,39189,,229.00
1330,1330,,21001,208.00
1331,1331,522,,48.00
1332,1332,,42432,280.00
1333,1333,24057,,49.00
1334,1334,,54896,214.00
1335,1335,35765,,459.00
1336,1336,,36593,183.00
1337,1337,33583,,496.00
1338,1338,,7736,346.00
1339,1339,19416,,314.00
1340,1340,,40350,388.00
1341,1341,4418,,430.00
1342,1342,,29234,256.00
1343,1343,26747,,101.00
1344,1344,,2446,108.00
1345,1345,11751,,444.00
1346,1346,,47322,65.00
1347,1347,7905,,315.00
1348,1348,,30202,269.00
1349,1349,25617,,77.00
1350,1350,,22336,385.00
1351,1351,5875,,342.00
1352,1352,,53504,352.00
1353,1353,14024,,397.00
1354,1354,,52971,437.00
1355,1355,11900,,102.00
1356,1356,,50495,41.00
1357,1357,18519,,251.00
1358,1358,,47455,465.00
1359,1359,38334,,57.00
1360,1360,,24638,256.00
1361,1361,17344,,250.00
1362,1362,,13573,83.00
1363,1363,27913,,388.00
1364,1364,,19635,246.00
1365,1365,4962,,62.00
1366,1366,,52047,219.00
1367,1367,6969,,222.00
1368,1368,,41578,127.00
1369,1369,22033,,416.00
1370,1370,,32739,58.00
1371,1371,29455,,383.00
1372,1372,,42411,467.00
1373,1373,2970,,59.00
1374,1374,,33329,479.00
1375,1375,11106,,233.00
1376,1376,,12357,100.00
1377,1377,25327,,484.00
1378,1378,,38378,75.00
1379,1379,11849,,180.00
1380,1380,,16986,110.00
1381,1381,20239,,313.00
1382,1382,,18914,190.00
1383,1383,9299,,369.00
1384,1384,,49572,225.00
1385,1385,38847,,112.00
1386,1386,,4626,394.00
1387,1387,33921,,305.00
1388,1388,,13111,64.00
1389,1389,16161,,294.00
1390,1390,,52912,40.00
1391,1391,22475,,271.00
1392,1392,,3838,409.00
1393,1393,2900,,199.00
1394,1394,,51635,305.00
1395,1395,10508,,188.00
1396,1396,,43628,191.00
1397,1397,26016,,15.00
1398,1398,,15026,58.00
1399,1399,5767,,448.00
1400,1400,,25457,331.00
1401,1401,9043,,92.00
1402,1402,,51538,145.00
1403,1403,17960,,100.00
1404,1404,,17306,99.00
1405,1405,5428,,318.00
1406,1406,,17184,413.00
1407,1407,32749,,180.00
1408,1408,,40498,373.00
1409,1409,10515,,420.00
1410,1410,,47568,324.00
1411,1411,10348,,289.00
1412,1412,,15670,481.00
1413,1413,524,,439.00
1414,1414,,52785,96.00
1415,1415,37187,,45.00
1416,1416,,36994,81.00
1417,1417,22849,,196.00
1418,1418,,32488,234.00
1419,1419,38198,,295.00
1420,1420,,38618,187.00
1421,1421,26807,,333.00
1422,1422,,41371,22.00
1423,1423,17159,,362.00
1424,1424,,34494,392.00
1425,1425,26451,,377.00
1426,1426,,15250,29.00
1427,1427,1701,,458.00
1428,1428,,57859,72.00
1429,1429,14957,,118.00
1430,1430,,17999,287.00
1431,1431,444,,328.00
1432,1432,,12092,154.00
1433,1433,9203,,402.00
1434,1434,,15675,143.00
1435,1435,3774,,181.00
1436,1436,,31373,347.00
1437,1437,23194,,314.00
1438,1438,,3358,239.00
1439,1439,31629,,112.00
1440,1440,,316,332.00
1441,1441,21408,,283.00
1442,1442,,29371,248.00
1443,1443,15699,,396.00
1444,1444,,18835,122.00
1445,1445,1863,,28.00
1446,1446,,29190,22.00
1447,1447,19939,,181.00
1448,1448,,4881,204.00
1449,1449,23383,,118.00
1450,1450,,37898,430.00
1451,1451,36833,,427.00
1452,1452,,21267,329.00
1453,1453,22327,,344.00
1454,1454,,16096,14.00
1455,1455,13146,,396.00
1456,1456,,31476,415.00
1457,1457,6735,,356.00
1458,1458,,20263,283.00
1459,1459,13882,,267.00
1460,1460,,34600,88.00
1461,1461,38965,,197.00
1462,1462,,25121,487.00
1463,1463,25009,,491.00
1464,1464,,29481,201.00
1465,1465,28248,,88.00
1466,1466,,23997,106.00
1467,1467,22777,,68.00
1468,1468,,15934,240.00
1469,1469,17592,,100.00
1470,1470,,41932,265.00
1471,1471,26594,,277.00
1472,1472,,37853,435.00
1473,1473,30800,,185.00
1474,1474,,39108,287.00
1475,1475,13365,,207.00
1476,1476,,53063,475.00
1477,1477,27690,,227.00
1478,1478,,57627,499.00
1479,1479,30732,,359.00
1480,1480,,49811,13.00
1481,1481,15843,,138.00
1482,1482,,13699,282.00
1483,1483,34883,,215.00
1484,1484,,41094,234.00
1485,1485,31025,,151.00
1486,1486,,56587,397.00
1487,1487,21788,,62.00
1488,1488,,37645,436.00
1489,1489,26646,,349.00
1490,1490,,47762,412.00
1491,1491,23446,,420.00
1492,1492,,52066,454.00
1493,1493,39800,,490.00
1494,1494,,34914,436.00
1495,1495,17443,,231.00
1496,1496,,51222,163.00
1497,1497,2136,,483.00
1498,1498,,12625,83.00
1499,1499,17746,,72.00
1500,1500,,36610,322.00
1501,1501,32898,,392.00
1502,1502,,43336,319.00
1503,1503,37246,,470.00
1504,1504,,42302,183.00
1505,1505,23678,,325.00
1506,1506,,34358,100.00
1507,1507,6124,,276.00
1508,1508,,19354,316.00
1509,1509,26047,,411.00
1510,1510,,2733,307.00
1511,1511,4500,,91.00
1512,1512,,38628,145.00
1513,1513,3426,,489.00
1514,1514,,33721,97.00
1515,1515,22534,,130.00
1516,1516,,58556,431.00
1517,1517,34670,,426.00
1518,1518,,42507,186.00
1519,1519,2857,,477.00
1520,1520,,1390,240.00
1521,1521,20753,,217.00
1522,1522,,36613,229.00
1523,1523,7466,,39.00
1524,1524,,17973,415.00
1525,1525,39090,,272.00
1526,1526,,8759,260.00
1527,1527,36040,,111.00
1528,1528,,50403,459.00
1529,1529,30304,,320.00
1530,1530,,28110,45.00
1531,1531,126,,427.00
1532,1532,,57725,108.00
1533,1533,3825,,222.00
1534,1534,,26518,247.00
1535,1535,21786,,419.00
1536,1536,,59439,83.00
1537,1537,38832,,255.00
1538,1538,,44583,56.00
1539,1539,19356,,207.00
1540,1540,,27858,221.00
1541,1541,28279,,327.00
1542,1542,,2396,426.00
1543,1543,9976,,409.00
1544,1544,,30582,20.00
1545,1545,18547,,455.00
1546,1546,,14795,164.00
1547,1547,36590,,279.00
1548,1548,,45780,332.00
1549,1549,18305,,376.00
1550,1550,,16044,418.00
1551,1551,11213,,354.00
1552,1552,,53500,60.00
1553,1553,15617,,399.00
1554,1554,,38777,411.00
1555,1555,27904,,209.00
1556,1556,,59694,81.00
1557,1557,30011,,463.00
1558,1558,,35974,177.00
1559,1559,19609,,79.00
1560,1560,,10013,444.00
1561,1561,25450,,403.00
1562,1562,,11149,368.00
1563,1563,20525,,80.00
1564,1564,,18089,446.00
1565,1565,29285,,337.00
1566,1566,,38176,194.00
1567,1567,28707,,62.00
1568,1568,,26531,417.00
1569,1569,27076,,28.00
1570,1570,,5688,359.00
1571,1571,34708,,278.00
1572,1572,,31274,431.00
1573,1573,32339,,269.00
1574,1574,,49515,257.00
1575,1575,13771,,29.00
1576,1576,,45306,8.00
1577,1577,9719,,473.00
1578,1578,,31208,397.00
1579,1579,4913,,227.00
1580,1580,,24904,147.00
1581,1581,12311,,274.00
1582,1582,,18119,52.00
1583,1583,16657,,485.00
1584,1584,,10809,95.00
1585,1585,29587,,439.00
1586,1586,,32885,173.00
1587,1587,5890,,63.00
1588,1588,,2279,267.00
1589,1589,9230,,56.00
1590,1590,,50135,217.00
1591,1591,32409,,121.00
1592,1592,,58181,312.00
1593,1593,31634,,145.00
1594,1594,,10392,196.00
1595,1595,17034,,129.00
1596,1596,,55107,279.00
1597,1597,6224,,70.00
1598,1598,,264,128.00
1599,1599,9619,,271.00
1600,1600,,47380,87.00
1601,1601,36091,,214.00
1602,1602,,34592,451.00
1603,1603,32822,,455.00
1604,1604,,34627,470.00
1605,1605,30243,,120.00
1606,1606,,15262,58.00
1607,1607,3804,,274.00
1608,1608,,46676,486.00
1609,1609,16004,,472.00
1610,1610,,50954,24.00
1611,1611,857,,58.00
1612,1612,,14556,213.00
1613,1613,35585,,473.00
1614,1614,,4412,82.00
1615,1615,38818,,52.00
1616,1616,,56242,92.00
1617,1617,9755,,51.00
1618,1618,,37444,345.00
1619,1619,36014,,110.00
1620,1620,,6850,415.00
1621,1621,30798,,413.00
1622,1622,,54270,402.00
1623,1623,26304,,337.00
1624,1624,,58197,297.00
1625,1625,3139,,45.00
1626,1626,,38670,360.00
1627,1627,28055,,89.00
1628,1628,,23134,468.00
1629,1629,28114,,354.00
1630,1630,,58269,160.00
1631,1631,9155,,281.00
1632,1632,,25743,387.00
1633,1633,7478,,446.00
1634,1634,,36894,341.00
1635,1635,32048,,408.00
1636,1636,,16564,174.00
1637,1637,37176,,171.00
1638,1638,,15658,418.00
1639,1639,39261,,177.00
1640,1640,,45892,490.00
1641,1641,30210,,352.00
1642,1642,,49833,50.00
1643,1643,26197,,12.00
1644,1644,,5115,61.00
1645,1645,6118,,126.00
1646,1646,,27324,16.00
1647,1647,10155,,174.00
1648,1648,,9751,68.00
1649,1649,36475,,39.00
1650,1650,,42851,305.00
1651,1651,27053,,218.00
1652,1652,,46294,317.00
1653,1653,16534,,116.00
1654,1654,,30858,323.00
1655,1655,19854,,229.00
1656,1656,,46835,30.00
1657,1657,39397,,177.00
1658,1658,,43636,339.00
1659,1659,25527,,387.00
1660,1660,,11973,322.00
1661,1661,4386,,292.00
1662,1662,,45884,69.00
1663,1663,2663,,104.00
1664,1664,,54592,150.00
1665,1665,15499,,468.00
1666,1666,,5804,221.00
1667,1667,4254,,234.00
1668,1668,,29123,486.00
1669,1669,13202,,27.00
1670,1670,,17065,452.00
1671,1671,37097,,58.00
1672,1672,,16218,313.00
1673,1673,19721,,426.00
1674,1674,,23472,176.00
1675,1675,3537,,121.00
1676,1676,,46431,468.00
1677,1677,8283,,37.00
1678,1678,,15215,411.00
1679,1679,14403,,312.00
1680,1680,,9188,117.00
1681,1681,31525,,85.00
1682,1682,,43760,477.00
1683,1683,15993,,403.00
1684,1684,,42167,376.00
1685,1685,3580,,259.00
1686,1686,,28284,83.00
1687,1687,11401,,219.00
1688,1688,,8875,133.00
1689,1689,27326,,149.00
1690,1690,,55363,250.00
1691,1691,18282,,432.00
1692,1692,,50076,275.00
1693,1693,5687,,246.00
1694,1694,,47808,204.00
1695,1695,37498,,44.00
1696,1696,,45448,65.00
1697,1697,26290,,334.00
1698,1698,,25098,417.00
1699,1699,24374,,452.00
1700,1700,,23082,205.00
1701,1701,20784,,332.00
1702,1702,,7710,234.00
1703,1703,1700,,335.00
1704,1704,,52241,425.00
1705,1705,19783,,109.00
1706,1706,,20394,5.00
1707,1707,9612,,209.00
1708,1708,,51623,72.00
1709,1709,36931,,172.00
1710,1710,,52396,364.00
1711,1711,18184,,495.00
1712,1712,,22104,342.00
1713,1713,25649,,133.00
1714,1714,,54136,218.00
1715,1715,9164,,477.00
1716,1716,,32765,270.00
1717,1717,19126,,173.00
1718,1718,,1416,87.00
1719,1719,24839,,27.00
1720,1720,,12648,393.00
1721,1721,8780,,88.00
1722,1722,,30342,256.00
1723,1723,34088,,77.00
1724,1724,,9062,202.00
1725,1725,24849,,431.00
1726,1726,,40231,234.00
1727,1727,21031,,354.00
1728,1728,,33890,312.00
1729,1729,18179,,350.00
1730,1730,,53884,399.00
1731,1731,27304,,50.00
1732,1732,,47522,314.00
1733,1733,38267,,471.00
1734,1734,,26550,222.00
1735,1735,16696,,81.00
1736,1736,,20419,143.00
1737,1737,8306,,237.00
1738,1738,,12162,10.00
1739,1739,33567,,352.00
1740,1740,,38508,429.00
1741,1741,19492,,10.00
1742,1742,,56648,192.00
1743,1743,36919,,227.00
1744,1744,,56869,162.00
1745,1745,31485,,389.00
1746,1746,,50640,329.00
1747,1747,23696,,267.00
1748,1748,,6402,109.00
1749,1749,845,,10.00
1750,1750,,3832,192.00
1751,1751,19215,,440.00
1752,1752,,50287,469.00
1753,1753,5287,,145.00
1754,1754,,14526,339.00
1755,1755,14941,,116.00
1756,1756,,440,55.00
1757,1757,26217,,28.00
1758,1758,,42743,484.00
1759,1759,11544,,139.00
1760,1760,,18769,389.00
1761,1761,23189,,140.00
1762,1762,,2757,436.00
1763,1763,22040,,235.00
1764,1764,,28062,359.00
1765,1765,19203,,495.00
1766,1766,,33230,120.00
1767,1767,22934,,133.00
1768,1768,,40525,264.00
1769,1769,19114,,241.00
1770,1770,,49074,159.00
1771,1771,15341,,43.00
1772,1772,,915,148.00
1773,1773,19586,,459.00
1774,1774,,5036,423.00
1775,1775,17179,,11.00
1776,1776,,47603,343.00
1777,1777,1854,,302.00
1778,1778,,46721,240.00
1779,1779,17034,,364.00
1780,1780,,13859,428.00
1781,1781,7208,,274.00
1782,1782,,15571,370.00
1783,1783,4509,,125.00
1784,1784,,45709,8.00
1785,1785,18749,,439.00
1786,1786,,50663,453.00
1787,1787,14363,,323.00
1788,1788,,53015,249.00
1789,1789,4422,,440.00
1790,1790,,5326,283.00
1791,1791,20615,,420.00
1792,1792,,3418,358.00
1793,1793,10636,,474.00
1794,1794,,15970,25.00
1795,1795,28577,,87.00
1796,1796,,38099,124.00
1797,1797,14560,,295.00
1798,1798,,31535,111.00
1799,1799,25109,,285.00
1800,1800,,24642,435.00
1801,1801,2959,,26.00
1802,1802,,46991,17.00
1803,1803,1208,,231.00
1804,1804,,15002,233.00
1805,1805,2525,,441.00
1806,1806,,47054,467.00
1807,1807,9333,,199.00
1808,1808,,3736,489.00
1809,1809,14599,,15.00
1810,1810,,40790,205.00
1811,1811,33041,,35.00
1812,1812,,15927,104.00
1813,1813,3063,,481.00
1814,1814,,37413,98.00
1815,1815,29210,,226.00
1816,1816,,704,366.00
1817,1817,32565,,144.00
1818,1818,,53378,298.00
1819,1819,29581,,395.00
1820,1820,,57394,210.00
1821,1821,15497,,491.00
1822,1822,,6302,39.00
1823,1823,15506,,112.00
1824,1824,,13861,417.00
1825,1825,20044,,191.00
1826,1826,,31505,434.00
1827,1827,27510,,333.00
1828,1828,,37876,478.00
1829,1829,36784,,194.00
1830,1830,,7322,346.00
1831,1831,36885,,486.00
1832,1832,,2374,334.00
1833,1833,265,,262.00
1834,1834,,43499,140.00
1835,1835,7301,,19.00
1836,1836,,28910,77.00
1837,1837,26064,,121.00
1838,1838,,32793,116.00
1839,1839,13537,,129.00
1840,1840,,11326,130.00
1841,1841,22502,,254.00
1842,1842,,5166,499.00
1843,1843,39082,,105.00
1844,1844,,42003,340.00
1845,1845,22575,,140.00
1846,1846,,30359,273.00
1847,1847,19815,,33.00
1848,1848,,51220,192.00
1849,1849,20124,,200.00
1850,1850,,21957,450.00
1851,1851,22439,,258.00
1852,1852,,47180,299.00
1853,1853,37080,,97.00
1854,1854,,41022,111.00
1855,1855,363,,262.00
1856,1856,,59621,247.00
1857,1857,37281,,342.00
1858,1858,,58326,480.00
1859,1859,15749,,439.00
1860,1860,,11047,172.00
1861,1861,25493,,489.00
1862,1862,,25539,222.00
1863,1863,13747,,123.00
1864,1864,,35892,208.00
1865,1865,858,,213.00
1866,1866,,20503,379.00
1867,1867,31208,,104.00
1868,1868,,25301,103.00
1869,1869,17861,,285.00
1870,1870,,686,305.00
1871,1871,10180,,42.00
1872,1872,,53474,210.00
1873,1873,8994,,49.00
1874,1874,,46600,222.00
1875,1875,14568,,153.00
1876,1876,,22853,10.00
1877,1877,22935,,332.00
1878,1878,,39961,373.00
1879,1879,5346,,190.00
1880,1880,,20630,88.00
1881,1881,25205,,472.00
1882,1882,,14490,73.00
1883,1883,35605,,77.00
1884,1884,,25733,71.00
1885,1885,31532,,186.00
1886,1886,,32254,170.00
1887,1887,8545,,281.00
1888,1888,,48949,97.00
1889,1889,22983,,473.00
1890,1890,,22278,385.00
1891,1891,20827,,473.00
1892,1892,,45832,304.00
1893,1893,21512,,313.00
1894,1894,,52114,239.00
1895,1895,32943,,318.00
1896,1896,,56325,217.00
1897,1897,28959,,231.00
1898,1898,,22674,281.00
1899,1899,25397,,78.00
1900,1900,,32643,340.00
1901,1901,17693,,476.00
1902,1902,,41559,187.00
1903,1903,36653,,154.00
1904,1904,,31421,325.00
1905,1905,33747,,351.00
1906,1906,,44011,357.00
1907,1907,11733,,398.00
1908,1908,,38666,350.00
1909,1909,24479,,248.00
1910,1910,,35241,309.00
1911,1911,9791,,389.00
1912,1912,,38924,176.00
1913,1913,2023,,80.00
1914,1914,,23458,271.00
1915,1915,4416,,312.00
1916,1916,,8504,81.00
1917,1917,27225,,448.00
1918,1918,,48020,92.00
1919,1919,35751,,357.00
1920,1920,,25449,244.00
1921,1921,2333,,407.00
1922,1922,,20175,8.00
1923,1923,5333,,294.00
1924,1924,,556,241.00
1925,1925,22249,,122.00
1926,1926,,16021,274.00
1927,1927,5298,,261.00
1928,1928,,45995,449.00
1929,1929,5194,,212.00
1930,1930,,48808,251.00
1931,1931,4378,,324.00
1932,1932,,59041,213.00
1933,1933,34243,,235.00
1934,1934,,348,412.00
1935,1935,16153,,254.00
1936,1936,,50447,404.00
1937,1937,5281,,336.00
1938,1938,,22602,203.00
1939,1939,38775,,99.00
1940,1940,,9483,273.00
1941,1941,37762,,427.00
1942,1942,,58838,406.00
1943,1943,14290,,130.00
1944,1944,,42799,371.00
1945,1945,3011,,446.00
1946,1946,,13803,152.00
1947,1947,1063,,66.00
1948,1948,,32694,66.00
1949,1949,23218,,137.00
1950,1950,,54356,301.00
1951,1951,4554,,303.00
1952,1952,,20937,276.00
1953,1953,32943,,455.00
1954,1954,,12382,56.00
1955,1955,7168,,119.00
1956,1956,,55724,487.00
1957,1957,25436,,418.00
1958,1958,,54947,444.00
1959,1959,8946,,417.00
1960,1960,,21022,207.00
1961,1961,211,,439.00
1962,1962,,55554,366.00
1963,1963,35238,,440.00
1964,1964,,6840,290.00
1965,1965,27722,,409.00
1966,1966,,5160,449.00
1967,1967,10276,,497.00
1968,1968,,50123,52.00
1969,1969,24435,,56.00
1970,1970,,32169,477.00
1971,1971,11665,,215.00
1972,1972,,13109,115.00
1973,1973,25781,,415.00
1974,1974,,21600,154.00
1975,1975,27299,,314.00
1976,1976,,58653,348.00
1977,1977,5080,,11.00
1978,1978,,34276,396.00
1979,1979,31655,,175.00
1980,1980,,4929,448.00
1981,1981,207,,468.00
1982,1982,,12503,320.00
1983,1983,24226,,148.00
1984,1984,,4584,390.00
1985,1985,29282,,438.00
1986,1986,,58224,207.00
1987,1987,6955,,331.00
1988,1988,,32292,169.00
1989,1989,33481,,181.00
1990,1990,,22981,337.00
1991,1991,8506,,34.00
1992,1992,,14055,402.00
1993,1993,30945,,275.00
1994,1994,,29882,97.00
1995,1995,20432,,380.00
1996,1996,,4153,285.00
1997,1997,38994,,125.00
1998,1998,,26863,343.00
1999,1999,38644,,316.00
2000,2000,,3378,45.00
2001,2001,39665,,358.00
